ID,log2FC,FDR,label
ENSMUSG00000043518,2.75E+00,3.05E-02,
ENSMUSG00000043529,9.02E-03,9.94E-01,
ENSMUSG00000043535,-1.14E+00,5.68E-01,
ENSMUSG00000043541,1.74E+00,1.06E-08,
ENSMUSG00000043557,-9.27E-01,3.51E-01,
ENSMUSG00000043613,-8.43E+00,4.95E-10,
ENSMUSG00000043633,6.53E-01,1.57E-03,
ENSMUSG00000043683,-2.75E-01,3.36E-01,
ENSMUSG00000043719,-6.49E-01,4.90E-01,
ENSMUSG00000043727,-2.61E+00,4.77E-07,
ENSMUSG00000043770,1.43E-02,9.90E-01,
ENSMUSG00000043789,-1.48E+00,3.84E-01,
ENSMUSG00000043833,2.27E-01,8.08E-01,
ENSMUSG00000043866,7.84E-01,2.25E-04,
ENSMUSG00000043895,2.12E+00,6.52E-08,
ENSMUSG00000043903,-8.24E-01,1.88E-01,
ENSMUSG00000043911,1.49E+00,2.68E-02,
ENSMUSG00000043925,1.03E+00,2.17E-01,
ENSMUSG00000043943,-6.08E-01,6.07E-01,
ENSMUSG00000043953,1.52E-01,6.87E-01,
ENSMUSG00000043964,-6.10E-01,1.16E-01,
ENSMUSG00000043991,-1.89E+00,1.80E-01,
ENSMUSG00000044006,-4.46E-01,4.05E-01,
ENSMUSG00000044018,2.88E-01,1.32E-01,
ENSMUSG00000044042,-3.71E+00,4.54E-03,
ENSMUSG00000044086,-9.02E-02,9.59E-01,
ENSMUSG00000044092,-8.88E-02,9.34E-01,
ENSMUSG00000044098,-3.20E-01,4.45E-01,
ENSMUSG00000044139,-3.37E-01,8.14E-01,
ENSMUSG00000044155,5.71E-01,8.25E-02,
ENSMUSG00000044162,-6.81E-01,4.47E-01,
ENSMUSG00000044165,-6.59E-01,6.21E-02,
ENSMUSG00000044186,-8.25E-01,4.37E-01,
ENSMUSG00000044197,3.87E-01,6.29E-01,
ENSMUSG00000044216,-7.84E-01,2.60E-01,
ENSMUSG00000044224,1.40E+00,9.35E-03,
ENSMUSG00000044286,-7.25E-01,5.33E-01,
ENSMUSG00000044361,-7.80E-01,3.95E-01,
ENSMUSG00000044390,-1.14E+00,2.43E-01,
ENSMUSG00000044393,-5.39E-02,9.58E-01,
ENSMUSG00000044433,-1.10E+00,3.64E-01,
ENSMUSG00000044456,-1.99E-01,8.68E-01,
ENSMUSG00000044471,-1.34E+00,1.81E-01,
ENSMUSG00000044534,6.65E-01,5.47E-02,
ENSMUSG00000044617,-8.05E-01,2.97E-03,
ENSMUSG00000044627,2.92E-01,7.94E-01,
ENSMUSG00000044629,1.51E-01,9.35E-01,
ENSMUSG00000044636,1.95E+00,2.03E-04,
ENSMUSG00000044641,-9.55E-01,1.06E-01,
ENSMUSG00000044646,-2.29E-01,8.76E-01,
ENSMUSG00000044674,4.92E-01,6.65E-04,
ENSMUSG00000044676,-1.13E+00,7.01E-02,
ENSMUSG00000044681,3.17E-01,1.66E-01,
ENSMUSG00000044708,1.22E+00,5.14E-32,
ENSMUSG00000044712,-3.94E-01,5.62E-01,
ENSMUSG00000044724,4.25E-01,2.13E-02,
ENSMUSG00000044730,-2.62E-02,9.90E-01,
ENSMUSG00000044768,-8.31E-01,3.05E-01,
ENSMUSG00000044783,-4.62E-02,9.79E-01,
ENSMUSG00000044788,-6.34E-02,9.36E-01,
ENSMUSG00000044791,-2.54E-01,5.36E-01,
ENSMUSG00000044813,-2.65E+00,5.28E-88,
ENSMUSG00000044824,-2.02E-01,8.42E-01,
ENSMUSG00000044876,-2.27E+00,2.08E-02,
ENSMUSG00000044906,-1.75E-01,8.64E-01,
ENSMUSG00000044934,4.29E-01,5.69E-01,
ENSMUSG00000044986,-8.57E-01,8.98E-03,
ENSMUSG00000045008,-5.64E-01,6.20E-01,
ENSMUSG00000045019,3.69E-01,7.07E-01,
ENSMUSG00000045038,6.16E-01,4.13E-03,
ENSMUSG00000045064,7.16E-02,7.61E-01,
ENSMUSG00000045071,1.85E-01,6.23E-01,
ENSMUSG00000045078,-8.61E-01,5.11E-01,
ENSMUSG00000045098,-2.13E-01,7.40E-01,
ENSMUSG00000045128,2.17E-02,9.58E-01,
ENSMUSG00000045160,-1.16E+00,1.24E-01,
ENSMUSG00000045165,1.11E+00,1.79E-01,
ENSMUSG00000045193,-8.04E-01,2.30E-01,
ENSMUSG00000045205,2.89E-01,8.52E-02,
ENSMUSG00000045210,-1.15E+00,2.88E-01,
ENSMUSG00000045216,6.50E-02,7.35E-01,
ENSMUSG00000045282,9.45E-02,8.27E-01,
ENSMUSG00000045288,-2.61E-01,7.53E-01,
ENSMUSG00000045381,2.39E-01,3.21E-01,
ENSMUSG00000045493,-3.80E+00,4.48E-15,
ENSMUSG00000045521,-1.65E+00,1.62E-01,
ENSMUSG00000045573,6.14E-01,1.83E-01,
ENSMUSG00000045576,-5.75E-01,1.98E-01,
ENSMUSG00000045639,3.79E-01,1.34E-02,
ENSMUSG00000045658,-2.62E+00,4.82E-04,
ENSMUSG00000045665,4.97E-01,7.05E-01,
ENSMUSG00000045751,7.11E-01,1.79E-03,
ENSMUSG00000045757,-3.36E-01,8.28E-01,
ENSMUSG00000045763,-2.43E-01,1.01E-01,
ENSMUSG00000045777,4.21E-01,3.83E-03,
ENSMUSG00000045854,1.44E-01,7.08E-01,
ENSMUSG00000045868,1.46E+00,1.56E-01,
ENSMUSG00000045875,-7.86E-01,5.10E-01,
ENSMUSG00000045903,4.77E-01,2.57E-01,
ENSMUSG00000045932,-7.89E-01,3.41E-01,
ENSMUSG00000045962,8.54E-01,6.92E-17,
ENSMUSG00000045969,-3.16E-01,1.83E-01,
ENSMUSG00000045973,-7.59E-02,6.56E-01,
ENSMUSG00000046016,-5.09E-01,8.28E-01,
ENSMUSG00000046020,-3.97E-02,9.30E-01,
ENSMUSG00000046034,4.69E-01,5.43E-02,
ENSMUSG00000046070,2.96E-01,6.71E-01,
ENSMUSG00000046079,-1.31E+00,3.78E-01,
ENSMUSG00000046111,4.21E-02,9.69E-01,
ENSMUSG00000046169,9.97E-01,7.79E-03,
ENSMUSG00000046196,-7.89E-02,9.63E-01,
ENSMUSG00000046201,2.67E-01,8.42E-01,
ENSMUSG00000046207,-1.04E+00,2.57E-01,
ENSMUSG00000046229,-1.01E+00,3.17E-01,
ENSMUSG00000046245,-5.68E-01,4.54E-01,
ENSMUSG00000046275,-1.44E+00,2.65E-03,
ENSMUSG00000046280,-1.01E+00,1.61E-02,
ENSMUSG00000046311,-2.56E+00,7.56E-03,
ENSMUSG00000046312,2.01E-01,8.73E-01,
ENSMUSG00000046324,1.01E-01,7.61E-01,
ENSMUSG00000046329,3.61E-01,6.51E-01,
ENSMUSG00000046337,1.96E-01,7.55E-01,
ENSMUSG00000046434,5.77E-01,2.22E-01,
ENSMUSG00000046442,1.95E+00,1.05E-03,
ENSMUSG00000046456,-1.25E+00,4.41E-02,
ENSMUSG00000046460,-1.61E+00,3.10E-02,
ENSMUSG00000046491,-4.08E-01,6.30E-01,
ENSMUSG00000046516,-1.00E+00,5.59E-01,
ENSMUSG00000046541,7.16E-01,1.43E-01,
ENSMUSG00000046562,-1.25E+00,1.81E-01,
ENSMUSG00000046589,8.02E-01,1.61E-02,
ENSMUSG00000046591,-2.73E+00,8.20E-02,
ENSMUSG00000046613,-1.55E+00,3.25E-01,
ENSMUSG00000046637,-1.06E-02,9.87E-01,
ENSMUSG00000046658,-2.09E-01,8.55E-01,
ENSMUSG00000046667,4.36E-01,2.51E-01,
ENSMUSG00000046679,5.58E-01,6.14E-01,
ENSMUSG00000046722,-1.61E-01,7.94E-01,
ENSMUSG00000046731,5.28E-01,5.94E-01,
ENSMUSG00000046750,3.82E-01,7.57E-01,
ENSMUSG00000046756,-7.90E-02,7.21E-01,
ENSMUSG00000046792,-2.38E-01,7.52E-01,
ENSMUSG00000046822,-5.67E-01,3.94E-01,
ENSMUSG00000046876,-1.57E-01,9.10E-01,
ENSMUSG00000046879,1.03E+00,1.08E-01,
ENSMUSG00000046897,2.38E-01,4.21E-01,
ENSMUSG00000046957,-1.47E-01,8.04E-01,
ENSMUSG00000046974,-1.83E+00,4.72E-06,
ENSMUSG00000046991,-2.96E-01,8.28E-01,
ENSMUSG00000047013,7.78E-02,9.24E-01,
ENSMUSG00000047030,-6.25E-01,2.29E-01,
ENSMUSG00000047040,7.89E-01,1.81E-12,
ENSMUSG00000047048,-6.68E-01,1.42E-01,
ENSMUSG00000047123,8.57E-03,9.88E-01,
ENSMUSG00000047126,-1.78E-01,6.04E-01,
ENSMUSG00000047146,4.75E-01,1.25E-01,
ENSMUSG00000047155,-6.91E-01,4.77E-01,
ENSMUSG00000047182,5.94E-01,1.45E-02,
ENSMUSG00000047187,3.74E-01,1.27E-04,
ENSMUSG00000047193,-5.98E-02,8.73E-01,
ENSMUSG00000047215,-8.32E-01,3.85E-01,
ENSMUSG00000047227,4.98E-02,9.44E-01,
ENSMUSG00000047264,-1.32E+00,1.35E-01,
ENSMUSG00000047342,2.03E+00,1.13E-11,
ENSMUSG00000047371,2.37E-01,7.87E-01,
ENSMUSG00000047417,8.52E-02,8.28E-01,
ENSMUSG00000047466,-1.25E+00,3.56E-01,
ENSMUSG00000047473,-1.63E+00,4.04E-01,
ENSMUSG00000047495,5.12E-01,2.85E-06,
ENSMUSG00000047511,5.64E-01,7.30E-01,
ENSMUSG00000047514,6.29E-01,4.76E-01,
ENSMUSG00000047515,-2.54E-01,3.86E-01,
ENSMUSG00000047562,-5.90E+00,1.90E-03,
ENSMUSG00000047591,9.56E-01,1.08E-02,
ENSMUSG00000047592,3.00E-02,9.60E-01,
ENSMUSG00000047617,3.55E-01,1.76E-01,
ENSMUSG00000047631,-1.40E-02,9.91E-01,
ENSMUSG00000047635,7.83E-01,1.76E-03,
ENSMUSG00000047648,-8.29E-01,4.98E-01,
ENSMUSG00000047710,-1.34E-01,9.36E-01,
ENSMUSG00000047714,3.45E-01,2.62E-01,
ENSMUSG00000047721,-1.49E+00,2.32E-01,
ENSMUSG00000047731,-1.05E+00,4.43E-02,
ENSMUSG00000047735,-1.58E+00,6.71E-44,
ENSMUSG00000047747,-1.90E-01,7.77E-01,
ENSMUSG00000047767,4.41E-01,1.18E-06,
ENSMUSG00000047789,7.04E-01,1.70E-01,
ENSMUSG00000047810,-7.75E-01,4.04E-01,
ENSMUSG00000047821,-5.93E-01,5.10E-01,
ENSMUSG00000047822,5.00E-01,3.51E-01,
ENSMUSG00000047824,1.42E-01,7.09E-01,
ENSMUSG00000047832,4.78E-01,2.28E-02,
ENSMUSG00000047879,6.64E-01,8.77E-09,
ENSMUSG00000047888,-5.52E-01,2.43E-01,
ENSMUSG00000047909,8.89E-02,8.83E-01,
ENSMUSG00000047989,4.38E-01,7.67E-01,
ENSMUSG00000047996,-8.11E-01,6.90E-01,
ENSMUSG00000048038,6.54E-01,2.35E-06,
ENSMUSG00000048078,1.24E+00,1.06E-01,
ENSMUSG00000048096,-1.43E+00,6.41E-02,
ENSMUSG00000048108,-3.75E-01,1.73E-01,
ENSMUSG00000048120,2.57E+00,1.77E-03,
ENSMUSG00000048142,-1.53E+00,2.43E-01,
ENSMUSG00000048154,1.15E-01,5.30E-01,
ENSMUSG00000048163,-1.28E+00,1.67E-01,
ENSMUSG00000048216,-2.04E-01,2.90E-01,
ENSMUSG00000048232,-5.13E-02,9.20E-01,
ENSMUSG00000048240,-4.41E-01,3.50E-01,
ENSMUSG00000048249,1.27E+00,1.82E-01,
ENSMUSG00000048280,8.26E-01,2.12E-01,
ENSMUSG00000048285,-2.86E-01,8.43E-01,
ENSMUSG00000048307,2.37E-01,1.46E-01,
ENSMUSG00000048329,-7.69E-02,9.38E-01,
ENSMUSG00000048371,-3.95E-02,9.69E-01,
ENSMUSG00000048378,-1.08E+00,5.17E-01,
ENSMUSG00000048379,-3.57E-01,1.31E-02,
ENSMUSG00000048385,2.83E-01,7.03E-01,
ENSMUSG00000048429,4.48E-01,2.66E-02,
ENSMUSG00000048439,3.23E+00,8.72E-05,
ENSMUSG00000048440,2.37E-01,5.11E-01,
ENSMUSG00000048485,-3.12E-02,9.61E-01,
ENSMUSG00000048497,-2.58E-01,9.66E-02,
ENSMUSG00000048503,3.16E-01,8.89E-01,
ENSMUSG00000048537,-5.71E-01,1.18E-01,
ENSMUSG00000048573,8.22E-01,5.93E-02,
ENSMUSG00000048578,2.78E-01,5.23E-01,
ENSMUSG00000048602,2.22E-01,8.71E-01,
ENSMUSG00000048612,5.35E-01,3.38E-01,
ENSMUSG00000048772,-3.25E+00,7.62E-04,
ENSMUSG00000048796,2.62E-01,2.09E-01,
ENSMUSG00000048832,-6.48E-01,5.68E-01,
ENSMUSG00000048852,5.89E-01,2.51E-04,
ENSMUSG00000048865,1.42E-01,5.01E-01,
ENSMUSG00000048874,-2.34E-01,8.74E-01,
ENSMUSG00000048878,-6.20E-03,9.96E-01,
ENSMUSG00000048895,-1.37E+00,2.30E-01,
ENSMUSG00000048897,-1.16E+00,4.80E-02,
ENSMUSG00000048924,6.72E-01,1.22E-01,
ENSMUSG00000048992,8.08E-02,8.64E-01,
ENSMUSG00000048997,8.03E-02,9.58E-01,
ENSMUSG00000049091,-2.63E-01,4.29E-01,
ENSMUSG00000049092,-2.17E-01,8.64E-01,
ENSMUSG00000049119,8.60E-01,4.78E-03,
ENSMUSG00000049123,6.33E-02,9.58E-01,
ENSMUSG00000049130,-9.50E-01,2.20E-01,
ENSMUSG00000049164,-3.33E-01,8.27E-01,
ENSMUSG00000049173,-3.69E-01,3.64E-01,
ENSMUSG00000049225,8.42E-01,1.85E-07,
ENSMUSG00000049241,-1.87E+00,1.14E-01,
ENSMUSG00000049249,-8.03E-01,3.74E-01,
ENSMUSG00000049285,-3.49E-01,1.58E-01,
ENSMUSG00000049305,-3.59E-01,6.10E-01,
ENSMUSG00000049353,4.20E-01,6.42E-01,
ENSMUSG00000049354,-4.21E-02,9.61E-01,
ENSMUSG00000049422,4.25E-01,6.88E-01,
ENSMUSG00000049436,-1.11E+00,8.91E-03,
ENSMUSG00000049470,-2.63E-01,5.59E-01,
ENSMUSG00000049477,2.71E+00,5.87E-05,
ENSMUSG00000049482,-2.42E-01,7.05E-01,
ENSMUSG00000049488,-7.52E-01,1.47E-06,
ENSMUSG00000049515,-1.36E+00,1.19E-01,
ENSMUSG00000049550,6.90E-01,2.92E-01,
ENSMUSG00000049553,-1.21E-01,9.26E-01,
ENSMUSG00000049555,6.66E-01,6.28E-01,
ENSMUSG00000049565,1.14E+00,9.41E-02,
ENSMUSG00000049571,4.84E-01,5.55E-01,
ENSMUSG00000049576,-1.33E+00,7.84E-02,
ENSMUSG00000049643,9.83E-01,3.24E-02,
ENSMUSG00000049653,-1.10E+00,1.62E-07,
ENSMUSG00000049657,5.78E-01,2.50E-03,
ENSMUSG00000049658,-8.45E-01,5.74E-02,
ENSMUSG00000049659,-1.20E-01,7.61E-01,
ENSMUSG00000049686,-9.80E-02,7.69E-01,
ENSMUSG00000049723,-1.79E+00,8.86E-43,
ENSMUSG00000049728,-2.73E-02,9.34E-01,
ENSMUSG00000049739,5.92E-02,8.47E-01,
ENSMUSG00000049755,-1.30E+00,3.17E-36,
ENSMUSG00000049806,2.10E-01,3.37E-01,
ENSMUSG00000049807,-5.14E-01,6.78E-01,
ENSMUSG00000049811,1.37E+00,6.94E-02,
ENSMUSG00000049848,2.30E-01,8.25E-01,
ENSMUSG00000049871,-3.64E+00,9.15E-10,
ENSMUSG00000049878,-1.11E+00,1.72E-01,
ENSMUSG00000049928,-2.00E+00,4.50E-02,
ENSMUSG00000049929,-2.81E-01,7.09E-01,
ENSMUSG00000049939,1.62E+00,1.78E-04,
ENSMUSG00000049969,2.48E-01,4.93E-02,
ENSMUSG00000049985,6.57E-01,3.21E-02,
ENSMUSG00000049999,-2.06E-01,8.46E-01,
ENSMUSG00000050022,1.04E+00,1.73E-01,
ENSMUSG00000050028,1.58E-02,9.72E-01,
ENSMUSG00000050079,7.08E-02,8.42E-01,
ENSMUSG00000050097,3.02E-01,7.65E-01,
ENSMUSG00000050102,-1.23E+00,5.34E-14,
ENSMUSG00000050134,-1.37E+00,1.09E-07,
ENSMUSG00000050144,6.34E-01,8.30E-02,
ENSMUSG00000050212,1.58E+00,4.08E-04,
ENSMUSG00000050229,-6.26E-01,2.06E-01,
ENSMUSG00000050240,-6.70E-01,6.29E-01,
ENSMUSG00000050244,9.81E-01,1.12E-01,
ENSMUSG00000050271,3.57E-01,7.46E-01,
ENSMUSG00000050288,-9.51E-01,2.07E-01,
ENSMUSG00000050310,-4.29E-01,1.83E-01,
ENSMUSG00000050323,6.47E-01,5.99E-02,
ENSMUSG00000050350,-1.98E-01,8.97E-01,
ENSMUSG00000050382,-1.06E-01,8.76E-01,
ENSMUSG00000050471,-1.56E+00,4.84E-01,
ENSMUSG00000050503,2.85E-02,9.76E-01,
ENSMUSG00000050530,3.29E+00,8.73E-07,
ENSMUSG00000050549,-9.02E-02,9.64E-01,
ENSMUSG00000050556,-2.77E-02,9.34E-01,
ENSMUSG00000050565,-4.59E-01,6.33E-02,
ENSMUSG00000050567,1.09E-01,9.00E-01,
ENSMUSG00000050578,-5.82E+00,0.00E+00,
ENSMUSG00000050619,-1.05E+00,2.88E-01,
ENSMUSG00000050721,1.09E-01,9.13E-01,
ENSMUSG00000050737,8.61E-01,5.53E-01,
ENSMUSG00000050763,-6.13E-01,2.93E-02,
ENSMUSG00000050812,-2.78E-02,9.04E-01,
ENSMUSG00000050891,8.03E-01,4.05E-01,
ENSMUSG00000050896,-3.28E-01,2.49E-01,
ENSMUSG00000050912,2.83E-01,9.47E-03,
ENSMUSG00000050930,1.53E-01,8.75E-01,
ENSMUSG00000050945,-6.11E-01,2.57E-02,
ENSMUSG00000050966,-3.64E-01,6.37E-01,
ENSMUSG00000051048,-1.97E+00,1.71E-01,
ENSMUSG00000051067,-4.51E-01,5.53E-01,
ENSMUSG00000051136,-2.30E+00,1.24E-02,
ENSMUSG00000051166,-6.76E-01,6.92E-01,
ENSMUSG00000051184,6.45E-02,9.65E-01,
ENSMUSG00000051220,-3.88E-01,8.25E-01,
ENSMUSG00000051223,3.02E-01,6.66E-01,
ENSMUSG00000051234,-1.77E+00,2.18E-01,
ENSMUSG00000051235,-8.89E-02,9.34E-01,
ENSMUSG00000051251,-5.68E-01,4.02E-01,
ENSMUSG00000051306,2.53E-01,4.84E-01,
ENSMUSG00000051329,-1.52E+00,7.17E-02,
ENSMUSG00000051344,-2.56E+00,1.16E-03,
ENSMUSG00000051351,6.81E-01,5.53E-01,
ENSMUSG00000051355,7.47E-02,9.53E-01,
ENSMUSG00000051375,9.10E-01,1.02E-02,
ENSMUSG00000051390,6.39E-01,1.31E-01,
ENSMUSG00000051391,-3.99E-01,4.86E-01,
ENSMUSG00000051396,-4.23E-01,3.59E-01,
ENSMUSG00000051403,1.73E-01,8.39E-01,
ENSMUSG00000051413,8.80E-01,3.20E-01,
ENSMUSG00000051427,1.41E-01,9.30E-01,
ENSMUSG00000051435,-4.93E-01,6.54E-01,
ENSMUSG00000051498,-2.89E-01,8.56E-01,
ENSMUSG00000051499,4.41E-01,3.55E-03,
ENSMUSG00000051517,2.19E+00,2.09E-09,
ENSMUSG00000051586,1.46E-01,8.74E-01,
ENSMUSG00000051650,7.30E-01,5.36E-01,
ENSMUSG00000051705,-3.89E-01,5.65E-01,
ENSMUSG00000051716,6.72E-02,8.35E-01,
ENSMUSG00000051832,1.27E+00,4.95E-03,
ENSMUSG00000051855,-2.04E+00,4.25E-01,
ENSMUSG00000051860,-1.60E-01,4.47E-01,
ENSMUSG00000051890,-6.05E-02,9.83E-01,
ENSMUSG00000052026,-1.71E+00,5.30E-07,
ENSMUSG00000052087,-6.04E-01,1.10E-01,
ENSMUSG00000052102,-6.99E-01,5.23E-01,
ENSMUSG00000052125,-1.65E+00,5.61E-02,
ENSMUSG00000052133,-1.35E+00,5.13E-01,
ENSMUSG00000052137,3.10E-02,9.24E-01,
ENSMUSG00000052146,-1.15E+00,5.19E-01,
ENSMUSG00000052214,2.08E-03,9.98E-01,
ENSMUSG00000052229,-2.28E-01,4.31E-01,
ENSMUSG00000052253,5.05E-01,3.48E-02,
ENSMUSG00000052296,-3.17E-01,7.63E-01,
ENSMUSG00000052337,-1.01E+00,2.42E-01,
ENSMUSG00000052353,-2.86E+00,2.45E-06,
ENSMUSG00000052372,-5.79E-01,6.47E-01,
ENSMUSG00000052384,4.49E-01,6.50E-03,
ENSMUSG00000052419,4.55E-02,8.90E-01,
ENSMUSG00000052496,3.89E-01,7.53E-01,
ENSMUSG00000052520,-1.22E+00,5.21E-01,
ENSMUSG00000052539,-4.87E-01,5.69E-01,
ENSMUSG00000052551,-6.52E-01,5.62E-01,
ENSMUSG00000052565,-7.68E-01,9.84E-07,
ENSMUSG00000052593,-2.15E+00,1.04E-01,
ENSMUSG00000052609,1.44E-01,8.38E-01,
ENSMUSG00000052632,1.29E+00,2.31E-02,
ENSMUSG00000052688,2.02E-01,9.14E-01,
ENSMUSG00000052712,-3.98E-01,5.98E-02,
ENSMUSG00000052760,3.39E-01,7.44E-01,
ENSMUSG00000052763,2.33E-01,8.16E-01,
ENSMUSG00000052783,-4.96E-01,8.60E-01,
ENSMUSG00000052812,-2.50E+00,2.52E-02,
ENSMUSG00000052906,1.97E-01,4.96E-01,
ENSMUSG00000052915,-8.69E-01,1.58E-01,
ENSMUSG00000052917,6.92E-01,3.82E-01,
ENSMUSG00000052949,-4.56E-01,6.74E-01,
ENSMUSG00000053007,-3.22E-01,7.33E-01,
ENSMUSG00000053024,-3.92E-01,6.57E-01,
ENSMUSG00000053080,8.63E-02,7.08E-01,
ENSMUSG00000053094,-9.35E-01,4.47E-01,
ENSMUSG00000053110,-6.14E-02,9.48E-01,
ENSMUSG00000053134,5.52E-01,7.52E-01,
ENSMUSG00000053158,-1.44E+00,2.52E-06,
ENSMUSG00000053164,-7.63E-01,6.46E-01,
ENSMUSG00000053166,-7.69E-01,4.01E-01,
ENSMUSG00000053205,1.92E+00,8.80E-10,
ENSMUSG00000053226,5.77E-01,7.52E-01,
ENSMUSG00000053263,-1.24E+00,2.83E-01,
ENSMUSG00000053293,-2.02E-01,3.19E-01,
ENSMUSG00000053317,8.44E-01,4.83E-05,
ENSMUSG00000053329,-7.75E-01,5.52E-01,
ENSMUSG00000053332,-7.30E+00,9.19E-07,
ENSMUSG00000053334,-1.50E+00,1.71E-01,
ENSMUSG00000053388,-5.79E-01,3.80E-01,
ENSMUSG00000053414,-8.97E-02,9.40E-01,
ENSMUSG00000053436,3.86E-02,8.91E-01,
ENSMUSG00000053470,4.65E-01,3.11E-04,
ENSMUSG00000053580,7.52E-01,3.64E-01,
ENSMUSG00000053617,1.73E+00,6.34E-07,
ENSMUSG00000053646,4.53E-01,7.00E-01,
ENSMUSG00000053647,-1.05E+00,9.08E-02,
ENSMUSG00000053684,2.56E-01,2.15E-01,
ENSMUSG00000053714,-3.95E-01,1.69E-01,
ENSMUSG00000053716,-1.78E+00,7.73E-02,
ENSMUSG00000053801,1.55E-01,6.58E-01,
ENSMUSG00000053815,1.10E-01,9.36E-01,
ENSMUSG00000053819,-2.45E-03,9.98E-01,
ENSMUSG00000053841,-5.81E-01,3.21E-01,
ENSMUSG00000053877,1.97E+00,7.31E-26,
ENSMUSG00000053897,-4.03E-01,3.84E-01,
ENSMUSG00000053925,7.25E-01,3.71E-11,
ENSMUSG00000053963,-1.36E-01,8.90E-01,
ENSMUSG00000053965,1.26E+00,2.37E-10,
ENSMUSG00000054008,-2.57E-01,7.88E-01,
ENSMUSG00000054021,4.40E-01,2.16E-03,
ENSMUSG00000054031,-3.51E-01,4.68E-01,
ENSMUSG00000054051,-9.36E-01,1.81E-01,
ENSMUSG00000054052,1.05E-01,8.94E-01,
ENSMUSG00000054115,1.35E+00,1.77E-09,
ENSMUSG00000054142,-7.04E-01,1.76E-04,
ENSMUSG00000054161,-1.12E+00,2.64E-01,
ENSMUSG00000054199,-2.84E-01,7.54E-01,
ENSMUSG00000054236,5.67E-01,4.90E-01,
ENSMUSG00000054252,-9.00E-01,5.85E-01,
ENSMUSG00000054280,-3.06E-01,6.58E-01,
ENSMUSG00000054309,-6.67E-01,7.05E-01,
ENSMUSG00000054342,-4.25E-02,9.66E-01,
ENSMUSG00000054364,-3.49E-01,7.30E-01,
ENSMUSG00000054383,-6.47E-03,9.95E-01,
ENSMUSG00000054404,-2.01E+00,4.30E-02,
ENSMUSG00000054452,3.90E-01,3.18E-02,
ENSMUSG00000054499,2.19E-01,5.41E-01,
ENSMUSG00000054509,-3.99E-01,6.06E-01,
ENSMUSG00000054510,-1.17E+00,5.66E-01,
ENSMUSG00000054580,9.19E-02,6.44E-01,
ENSMUSG00000054598,-9.56E-01,1.84E-01,
ENSMUSG00000054611,3.62E-01,7.98E-01,
ENSMUSG00000054716,2.01E-01,8.44E-01,
ENSMUSG00000054720,-1.25E+00,4.99E-02,
ENSMUSG00000054723,6.13E-02,7.52E-01,
ENSMUSG00000054737,2.61E-01,4.24E-01,
ENSMUSG00000054752,-7.09E-01,5.19E-02,
ENSMUSG00000054823,-6.64E-02,9.33E-01,
ENSMUSG00000054855,-1.16E+00,4.70E-02,
ENSMUSG00000054871,-7.19E-01,7.74E-01,
ENSMUSG00000054874,3.27E-01,1.08E-01,
ENSMUSG00000054890,-1.28E+00,5.68E-01,
ENSMUSG00000054892,-1.25E+00,1.52E-01,
ENSMUSG00000054920,-8.02E-01,6.73E-01,
ENSMUSG00000055024,-1.80E-01,7.88E-01,
ENSMUSG00000055045,-2.48E-01,8.97E-01,
ENSMUSG00000055053,-1.23E-01,9.18E-01,
ENSMUSG00000055065,5.64E-01,3.75E-01,
ENSMUSG00000055116,-9.86E-01,6.90E-01,
ENSMUSG00000055150,6.83E-02,9.53E-01,
ENSMUSG00000055200,6.06E-01,4.75E-01,
ENSMUSG00000055216,-1.32E-01,9.02E-01,
ENSMUSG00000055240,5.12E-01,1.88E-03,
ENSMUSG00000055296,8.76E-01,1.71E-14,
ENSMUSG00000055301,-2.78E-01,8.13E-01,
ENSMUSG00000055322,2.24E+00,5.19E-26,
ENSMUSG00000055323,6.75E-01,2.21E-01,
ENSMUSG00000055341,-7.05E-01,7.94E-03,
ENSMUSG00000055407,-1.06E+00,2.56E-01,
ENSMUSG00000055485,-3.70E-01,3.49E-01,
ENSMUSG00000055538,6.34E-01,3.03E-05,
ENSMUSG00000055541,1.11E-01,5.66E-01,
ENSMUSG00000055567,-1.61E-01,9.00E-01,
ENSMUSG00000055681,3.58E-01,2.31E-01,
ENSMUSG00000055692,-6.27E-01,4.78E-01,
ENSMUSG00000055732,-3.02E+00,5.68E-14,
ENSMUSG00000055762,1.17E-01,9.08E-01,
ENSMUSG00000055943,-7.73E-01,4.76E-01,
ENSMUSG00000055963,2.81E+00,1.04E-04,
ENSMUSG00000055978,1.42E-01,8.89E-01,
ENSMUSG00000055991,2.40E-01,8.55E-01,
ENSMUSG00000056014,6.38E-01,3.80E-01,
ENSMUSG00000056043,-1.58E-01,8.94E-01,
ENSMUSG00000056069,2.84E-01,4.99E-02,
ENSMUSG00000056124,2.56E-01,2.66E-01,
ENSMUSG00000056153,5.41E-01,2.05E-03,
ENSMUSG00000056167,2.35E-01,8.89E-01,
ENSMUSG00000056185,-6.46E-01,7.44E-01,
ENSMUSG00000056211,9.68E-01,2.50E-07,
ENSMUSG00000056223,-4.51E-02,9.58E-01,
ENSMUSG00000056258,-3.16E-01,6.22E-01,
ENSMUSG00000056268,-1.38E+00,2.85E-01,
ENSMUSG00000056290,-1.71E+00,1.20E-03,
ENSMUSG00000056306,-1.00E+00,2.84E-01,
ENSMUSG00000056418,6.66E-01,2.24E-01,
